;Sentence;Type
1267;הן נפגשו באחת מהמסעדות העממיות וגילו דברים רבים במשותף,והחליטו לגור יחד בסטודיו המוזכר.;NotDescriptive
1268;החצרן מצא אותו בחדר שלו למטה,חסר אונים מרוב כאבים, נעליו ובגדיו היו רטובים לגמרי וקרים כקרח.;Descriptive
1269;שהאיר הבוקר פקדה ג'ונסי להרים את התריס. עלה השיח עדיין היה שם.;NotDescriptive
1270;לא נראו שם אלא חצר ריקה וצידו האטום של הבנין.;NotDescriptive
1271;ברמן הזקן היה צייר שגר בבניין, בן למעלה מששים,הוא היה כשלון אמנותי.;NotDescriptive
1272;מעט פרנסה מצא כששימש דוגמן לאמנים צעירים.;NotDescriptive
1273;סו נכנסה לחדר של ג'ונסי ובידה לוח הרישום שלה.ג'ונסי שכבה ופניה לחלון.סו חשבה שג'ונסי ישנה.;NotDescriptive
1274;הרוח הקרה של הסתיו תלשה את העלים מן המטפס והענפים נצמדו עירומים אל הקיר המתפורר.;Descriptive
1275;"זה חטא לרצות למות,את יכולה להביא לי עכשיו קצת מרק,וקצת חלב עם טיפת יין פורט"".";NotDescriptive
1276;אך הנה, לאחר הגשם הסוחף ומשבי הרוח הפראיים שנמשכו כל הלילה הארוך, עדיין נותר עלה ירוק כהה ליד גבעולו, אך קצותיו המשוננים כבר הצהיבו בצהוב רקבון, ובאומץ נאחז בענף אחד.;Descriptive
1277;"""יש לי משהו לספר לך, מר ברמן מת היום מדלקת ראות בבית החולים, הוא היה חולה רק יומייים.";NotDescriptive
1278;היום החל לרדת,ובאור הדמדומים יכלו לראות איך העלה הבודד נאחז בגבעולו מול הקיר.;Descriptive
1279;סו וג'ונסי,שתי אומניות,גרו בסטודיו,במרומי בית לבנים בן שלוש קומות ברובע גריניצ' ווילג'.;Descriptive
1280;ש לה סיכוי של אחת לעשר, וזה בתנאי שהיא תרצה לחיות;NotDescriptive
1281;"""את לא יכולה לרשום בחדר השני?"" שאלה ג'ונסי בקרירות,
""אני מעדיפה להיות עלידך,חוץ מזה, אני לא רוצה שתסתכלי על העלים האלה כל הזמן"" אמרה סו.";NotDescriptive
1282;"ובלילה, נשבה שוב רוח הצפון והגשם המשיך להצליף בחלונות.";Descriptive
1283;אחר הצהריים נגשה סו לג'ונסי ששכבה במיטה וסרגה צעיף צמר.;NotDescriptive
1284;אף אחד לא הבין איפה היה בלילה נורא כל כך.;NotDescriptive
1285;זה קרה בחודש מאי.;Descriptive
1286;"שניים עשר"" אמרה ""אחד עשר"" ""עשרה"" ו""תשעה"" ו""שמונה"" ו""שבעה"" כמעט בנשימה אחת.
";Descriptive
1287;הוא היה זקן ומהיר חימה וראה עצמו ככלב שמירה שתפקידו להגן על שתי הציירות הצעירות בסטודיו שלמעלה.;NotDescriptive
1288;"""ג'ונסי הבטיחי לי שלא תפתחי את העיניים ותביטי החוצה עד שאגמור לעבוד,אני צריכה למסור את הרישומים מחר, ואני צריכה את האור מהחלון, אחרת אוריד את התריס.""";NotDescriptive
1289;"שעה ארוכה שכבה ג'ונסי והביטה בו, אחר כך קראה לסו שבחשה מרק עוף על כירת הגז.";NotDescriptive
